Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
SRR8489102.skesa	-	O111	H8	O111:H8	-	Based on 2 allele(s)	wzx:0.95;fliC:1;	O111-2-wzx-origin;H8-1-fliC-origin;	100;100;	95;100;	Contig_4_17.5807;Contig_49_59.3656;	1-1206;42859-44337;	1206;1479;	v1.0 (11-03-2020)	-
SRR8533851.skesa	-	O16	H5	O16:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H5-7-fliC;	100;100;100;	100;100;100;	Contig_27_54.4629;Contig_27_54.4629;Contig_50_49.5379;	27243-28490;24966-26132;22490-23799;	1248;1167;1310;	v1.0 (11-03-2020)	-
SRR8571577.skesa	-	O113	H21	O113:H21	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O113-3-wzx;O113-2-wzy-origin;H21-12-fliC;	99.859;100;100;	100;100;100;	Contig_38_55.7559;Contig_42_11.2716;Contig_12_53.0912;	56006-57427;261-1448;106699-108174;	1422;1188;1476;	v1.0 (11-03-2020)	-
SRR8571658.skesa	-	O13/O135	H14	O13/O135:H14	-	Based on 3 allele(s)	wzx:0.997;wzy:0.995;fliC:0.97;	O13-1-wzx-origin;O13-2-wzy-origin;H14-4-fliC;	99.682;99.478;97.157;	100;100;100;	Contig_237_75.3506;Contig_22_68.4145;Contig_300_77.6527;	1048-2304;15100-16248;22751-24403;	1257;1149;1653;	v1.0 (11-03-2020)	High similarity O-antigen group 10:O13/O129/O135 as per A.Iguchi et.al (PMID: 25428893)
SRR8756757.skesa	-	-	H7	-:H7	-	Based on 1 allele(s)	fliC:1;	H7-1-fliC-origin;	100;	100;	Contig_252_91.0803;	19933-21690;	1758;	v1.0 (11-03-2020)	-
SRR8871864.skesa	-	O1	H15	O1:H15	-	Based on 2 allele(s)	wzx:1;fliC:1;	O1-4-wzx;H15-2-fliC;	100;100;	100;100;	Contig_119_40.6588;Contig_53_41.1829;	2850-4076;240730-242418;	1227;1689;	v1.0 (11-03-2020)	-
SRR8873636.skesa	-	O146	H28	O146:H28	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O146-3-wzx;O146-4-wzy;H28-6-fliC;	100;100;100;	100;100;100;	Contig_214_38.7683;Contig_214_38.7683;Contig_117_36.7693;	84066-85604;87966-89144;11087-12826;	1539;1179;1740;	v1.0 (11-03-2020)	-
SRR8926896.skesa	-	O83	H31	O83:H31	-	Based on 2 allele(s)	wzx:0.91;fliC:1;	O83-3-wzx-origin;H31-2-fliC-origin;	100;100;	91;100;	Contig_24_72.1751;Contig_43_64.761;	1-1252;427839-429506;	1252;1668;	v1.0 (11-03-2020)	-
SRR8946449.skesa	-	O26	H11	O26:H11	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O26-1-wzx-origin;O26-2-wzy-origin;H11-4-fliC;	100;100;100;	100;100;100;	Contig_144_42.7091;Contig_144_42.7091;Contig_70_42.4343;	101116-102378;102444-103466;16653-18111;	1263;1023;1459;	v1.0 (11-03-2020)	-
SRR9072789.skesa	-	O157	H7	O157:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;	100;100;100;	100;100;100;	Contig_44_68.8661;Contig_44_68.8661;Contig_4_58.5069;	111302-112693;109434-110600;11296-13053;	1392;1167;1758;	v1.0 (11-03-2020)	-
SRR9326126.skesa	-	O111	H8	O111:H8	-	Based on 2 allele(s)	wzx:1;fliC:1;	O111-2-wzx-origin;H8-1-fliC-origin;	100;100;	100;100;	Contig_180_32.5489;Contig_69_55.0782;	5479-6744;142072-143550;	1266;1479;	v1.0 (11-03-2020)	-
SRR9624211.skesa	-	-	H16	-:H16	-	Based on 1 allele(s)	fliC:1;	H16-28-fliC;	99.81;	100;	Contig_115_61.3493;	1251-2825;	1575;	v1.0 (11-03-2020)	-
SRR9648214.skesa	-	-	H2	-:H2	-	Based on 1 allele(s)	fliC:1;	H2-2-fliC-origin;	99.799;	100;	Contig_84_48.1688;	13842-15335;	1494;	v1.0 (11-03-2020)	-
ecolioutbreakSRR1609861.skesa	-	O121	H19	O121:H19	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.98;	O121-1-wzx-origin;O121-5-wzy-origin;H19-4-fliC;	100;100;98.362;	100;100;100;	Contig_32_35.7955;Contig_32_35.7955;Contig_164_34.4505;	64816-66210;62174-63364;20566-22397;	1395;1191;1832;	v1.0 (11-03-2020)	-
ecolioutbreakSRR1609862.skesa	-	O121	H19	O121:H19	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.98;	O121-1-wzx-origin;O121-5-wzy-origin;H19-4-fliC;	100;100;98.362;	100;100;100;	Contig_132_46.0337;Contig_132_46.0337;Contig_165_44.8096;	70445-71839;67803-68993;20566-22397;	1395;1191;1832;	v1.0 (11-03-2020)	-
ecolioutbreakSRR1609871.skesa	-	O121	H19	O121:H19	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.98;	O121-1-wzx-origin;O121-5-wzy-origin;H19-4-fliC;	100;100;98.362;	100;100;100;	Contig_105_106.412;Contig_105_106.412;Contig_140_102.383;	70445-71839;67803-68993;20566-22397;	1395;1191;1832;	v1.0 (11-03-2020)	-
ecolioutbreakSRR1649236.skesa	-	O121	H19	O121:H19	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.98;	O121-1-wzx-origin;O121-5-wzy-origin;H19-4-fliC;	100;100;98.362;	100;100;100;	Contig_111_86.8442;Contig_111_86.8442;Contig_152_83.6495;	70445-71839;67803-68993;20566-22397;	1395;1191;1832;	v1.0 (11-03-2020)	-
ecolioutbreakSRR1649237.skesa	-	O121	H19	O121:H19	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.98;	O121-1-wzx-origin;O121-5-wzy-origin;H19-4-fliC;	100;100;98.362;	100;100;100;	Contig_113_109.674;Contig_113_109.674;Contig_146_104.019;	70445-71839;67803-68993;20566-22397;	1395;1191;1832;	v1.0 (11-03-2020)	-
ecolioutbreakSRR1649238.skesa	-	O121	H19	O121:H19	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.98;	O121-1-wzx-origin;O121-5-wzy-origin;H19-4-fliC;	100;100;98.362;	100;100;100;	Contig_123_89.4367;Contig_123_89.4367;Contig_209_83.3648;	70445-71839;67803-68993;20567-22398;	1395;1191;1832;	v1.0 (11-03-2020)	-
ecolioutbreakSRR2417034.skesa	-	O121	H19	O121:H19	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.98;	O121-1-wzx-origin;O121-5-wzy-origin;H19-4-fliC;	100;100;98.362;	100;100;100;	Contig_76_91.485;Contig_76_91.485;Contig_48_88.8751;	64890-66284;62248-63438;74684-76515;	1395;1191;1832;	v1.0 (11-03-2020)	-
ecolioutbreakSRR2481220.skesa	-	O121	H19	O121:H19	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.98;	O121-1-wzx-origin;O121-5-wzy-origin;H19-4-fliC;	100;100;98.362;	100;100;100;	Contig_71_84.3085;Contig_71_84.3085;Contig_164_83.472;	65868-67262;63226-64416;20566-22397;	1395;1191;1832;	v1.0 (11-03-2020)	-
ecolioutbreakSRR2481224.skesa	-	O121	H19	O121:H19	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.98;	O121-1-wzx-origin;O121-5-wzy-origin;H19-4-fliC;	100;100;98.362;	100;100;100;	Contig_119_65.3606;Contig_119_65.3606;Contig_44_61.5979;	70445-71839;67803-68993;5188-7019;	1395;1191;1832;	v1.0 (11-03-2020)	-
ecolioutbreakSRR2481225.skesa	-	O121	H19	O121:H19	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.98;	O121-1-wzx-origin;O121-5-wzy-origin;H19-4-fliC;	100;100;98.362;	100;100;100;	Contig_264_90.162;Contig_264_90.162;Contig_194_85.9622;	43904-45298;41262-42452;20566-22397;	1395;1191;1832;	v1.0 (11-03-2020)	-
ecolioutbreakSRR2481229.skesa	-	O121	H19	O121:H19	-	Based on 3 allele(s)	wzx:1;wzy:0.85;fliC:0.98;	O121-1-wzx-origin;O121-5-wzy-origin;H19-4-fliC;	100;100;98.362;	100;85;100;	Contig_67_93.0956;Contig_197_78.5708;Contig_176_91.2493;	85388-86782;1-1011;20566-22397;	1395;1011;1832;	v1.0 (11-03-2020)	-
ecolioutbreakSRR3068646.skesa	-	O121	H19	O121:H19	-	Based on 3 allele(s)	wzx:1;wzy:0.84;fliC:0.98;	O121-1-wzx-origin;O121-4-wzy-origin;H19-4-fliC;	100;100;98.362;	100;84;100;	Contig_196_46.4934;Contig_58_46.1756;Contig_53_47.6107;	47463-48857;62263-63259;74685-76516;	1395;997;1832;	v1.0 (11-03-2020)	-
ecolioutbreakSRR3371926.skesa	-	O121	H19	O121:H19	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.98;	O121-1-wzx-origin;O121-5-wzy-origin;H19-4-fliC;	100;100;98.362;	100;100;100;	Contig_14_32.7134;Contig_14_32.7134;Contig_29_31.6846;	70448-71842;67806-68996;74685-76516;	1395;1191;1832;	v1.0 (11-03-2020)	-
ecolioutbreakSRR3371990.skesa	-	O121	H19	O121:H19	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.98;	O121-1-wzx-origin;O121-5-wzy-origin;H19-4-fliC;	100;100;98.362;	100;100;100;	Contig_24_96.0757;Contig_24_96.0757;Contig_39_91.8794;	70448-71842;67806-68996;74553-76384;	1395;1191;1832;	v1.0 (11-03-2020)	-
