Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
SRR8666071.skesa	-	-	H8	-:H8	-	Based on 1 allele(s)	fliC:1;	H8-1-fliC-origin;	100;	100;	Contig_89_89.8563;	22404-23882;	1479;	v1.0 (11-03-2020)	-
SRR8902443.skesa	-	O157	H7	O157:H7	-	Based on 2 allele(s)	wzx:0.99;fliC:1;	O157-1-wzx-origin;H7-1-fliC-origin;	100;100;	99;100;	Contig_121_158.702;Contig_157_166.304;	37460-38834;11638-13395;	1375;1758;	v1.0 (11-03-2020)	-
SRR8950125.skesa	-	O157	H7	O157:H7	-	Based on 2 allele(s)	wzx:0.95;fliC:1;	O157-1-wzx-origin;H7-28-fliC;	100;100;	95;100;	Contig_187_14.3866;Contig_185_82.2866;	1192-2511;11526-13283;	1320;1758;	v1.0 (11-03-2020)	-
SRR9002305.skesa	-	O174	H7	O174:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O174-7-wzx;O174-11-wzy;H7-6-fliC-origin;	100;100;100;	100;100;100;	Contig_58_113.083;Contig_58_113.083;Contig_12_116.947;	24769-26040;23649-24788;46716-48473;	1272;1140;1758;	v1.0 (11-03-2020)	-
SRR9002349.skesa	-	O8	H8	O8:H8	-	Based on 3 allele(s)	wzm:0.996;wzt:0.998;fliC:1;	O8-13-wzm;O8-34-wzt;H8-1-fliC-origin;	99.623;99.835;100;	100;100;100;	Contig_54_73.5091;Contig_54_73.5091;Contig_54_73.5091;	467964-468758;466750-467964;373694-375172;	795;1215;1479;	v1.0 (11-03-2020)	-
SRR9002363.skesa	-	O54	H14	O54:H14	-	Based on 3 allele(s)	wzx:0.997;wzy:0.996;fliC:0.97;	O54-1-wzx-origin;O54-2-wzy-origin;H14-2-fliC;	99.68;99.622;97.217;	100;100;100;	Contig_43_88.614;Contig_43_88.614;Contig_43_88.614;	200178-201428;205272-206330;44644-46296;	1251;1059;1653;	v1.0 (11-03-2020)	-
SRR9302946.skesa	-	O159	H45	O159:H45	-	Based on 2 allele(s)	wzy:1;fliC:1;	O159-7-wzy;H45-3-fliC;	100;99.941;	100;100;	Contig_7_17.9243;Contig_125_75.9072;	405-1419;181097-182803;	1015;1707;	v1.0 (11-03-2020)	-
SRR9707420.skesa	-	O21	H11	O21:H11	-	Based on 2 allele(s)	wzx:0.999;fliC:1;	O21-3-wzx;H11-4-fliC;	99.919;99.863;	100;100;	Contig_88_102.763;Contig_27_90.1876;	3218-4453;50768-52226;	1236;1459;	v1.0 (11-03-2020)	-
SRR9829544.skesa	-	-	H7	-:H7	-	Based on 1 allele(s)	fliC:1;	H7-1-fliC-origin;	100;	100;	Contig_277_100.6;	5170-6927;	1758;	v1.0 (11-03-2020)	-
SRR9852786.skesa	-	O8	H14	O8:H14	-	Based on 3 allele(s)	wzx:0.997;wzy:1;fliC:1;	O8-6-wzx-origin;O8-8-wzy-origin;H14-3-fliC;	99.68;100;100;	100;100;100;	Contig_36_69.0504;Contig_36_69.0504;Contig_36_69.0504;	624593-625843;626758-628008;713083-714735;	1251;1251;1653;	v1.0 (11-03-2020)	-
SRR9984538.skesa	-	-	H48	-:H48	-	Based on 1 allele(s)	fliC:1;	H48-3-fliC;	100;	100;	Contig_87_56.5518;	46818-48314;	1497;	v1.0 (11-03-2020)	-
SRR9984580.skesa	-	O18	H14	O18:H14	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O18-2-wzx-origin;O18-4-wzy-origin;H14-1-fliC-origin;	99.92;100;100;	100;100;100;	Contig_3_44.0499;Contig_3_44.0499;Contig_69_45.195;	28707-29954;27460-28605;15361-17013;	1248;1146;1653;	v1.0 (11-03-2020)	-
SRR9984603.skesa	-	-	H27	-:H27	-	Based on 1 allele(s)	fliC:1;	H27-11-fliC;	100;	100;	Contig_129_39.4278;	38999-40459;	1461;	v1.0 (11-03-2020)	-
SRR9984682.skesa	-	O83	H7	O83:H7	-	Based on 3 allele(s)	wzx:0.999;wzy:0.996;fliC:1;	O83-4-wzx;O83-5-wzy;H7-6-fliC-origin;	99.861;99.595;100;	100;100;100;	Contig_33_22.451;Contig_33_22.451;Contig_22_22.0034;	34836-36278;33604-34839;54645-56402;	1443;1236;1758;	v1.0 (11-03-2020)	-
SRR9984734.skesa	-	-	H8	-:H8	-	Based on 1 allele(s)	fliC:1;	H8-1-fliC-origin;	100;	100;	Contig_2_39.5722;	6865-8343;	1479;	v1.0 (11-03-2020)	-
SRR9984840.skesa	-	O25	H12	O25:H12	-	Based on 2 allele(s)	wzx:0.92;fliC:1;	O25-3-wzx;H12-3-fliC-origin;	100;100;	92;100;	Contig_165_55.2895;Contig_86_59.1228;	81129-82291;5225-7012;	1163;1788;	v1.0 (11-03-2020)	-
SRR9984903.skesa	-	O21	H21	O21:H21	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O21-3-wzx;O21-2-wzy-origin;H21-9-fliC;	100;100;100;	100;100;100;	Contig_124_49.662;Contig_124_49.662;Contig_72_50.5129;	241477-242712;245001-246083;376571-378046;	1236;1083;1476;	v1.0 (11-03-2020)	-
ecolioutbreakSRR1609861.skesa	-	O121	H19	O121:H19	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.98;	O121-1-wzx-origin;O121-5-wzy-origin;H19-4-fliC;	100;100;98.362;	100;100;100;	Contig_32_35.7955;Contig_32_35.7955;Contig_164_34.4505;	64816-66210;62174-63364;20566-22397;	1395;1191;1832;	v1.0 (11-03-2020)	-
ecolioutbreakSRR1609862.skesa	-	O121	H19	O121:H19	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.98;	O121-1-wzx-origin;O121-5-wzy-origin;H19-4-fliC;	100;100;98.362;	100;100;100;	Contig_132_46.0337;Contig_132_46.0337;Contig_165_44.8096;	70445-71839;67803-68993;20566-22397;	1395;1191;1832;	v1.0 (11-03-2020)	-
ecolioutbreakSRR1609871.skesa	-	O121	H19	O121:H19	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.98;	O121-1-wzx-origin;O121-5-wzy-origin;H19-4-fliC;	100;100;98.362;	100;100;100;	Contig_105_106.412;Contig_105_106.412;Contig_140_102.383;	70445-71839;67803-68993;20566-22397;	1395;1191;1832;	v1.0 (11-03-2020)	-
ecolioutbreakSRR1649236.skesa	-	O121	H19	O121:H19	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.98;	O121-1-wzx-origin;O121-5-wzy-origin;H19-4-fliC;	100;100;98.362;	100;100;100;	Contig_111_86.8442;Contig_111_86.8442;Contig_152_83.6495;	70445-71839;67803-68993;20566-22397;	1395;1191;1832;	v1.0 (11-03-2020)	-
ecolioutbreakSRR1649237.skesa	-	O121	H19	O121:H19	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.98;	O121-1-wzx-origin;O121-5-wzy-origin;H19-4-fliC;	100;100;98.362;	100;100;100;	Contig_113_109.674;Contig_113_109.674;Contig_146_104.019;	70445-71839;67803-68993;20566-22397;	1395;1191;1832;	v1.0 (11-03-2020)	-
ecolioutbreakSRR1649238.skesa	-	O121	H19	O121:H19	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.98;	O121-1-wzx-origin;O121-5-wzy-origin;H19-4-fliC;	100;100;98.362;	100;100;100;	Contig_123_89.4367;Contig_123_89.4367;Contig_209_83.3648;	70445-71839;67803-68993;20567-22398;	1395;1191;1832;	v1.0 (11-03-2020)	-
ecolioutbreakSRR2417034.skesa	-	O121	H19	O121:H19	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.98;	O121-1-wzx-origin;O121-5-wzy-origin;H19-4-fliC;	100;100;98.362;	100;100;100;	Contig_76_91.485;Contig_76_91.485;Contig_48_88.8751;	64890-66284;62248-63438;74684-76515;	1395;1191;1832;	v1.0 (11-03-2020)	-
ecolioutbreakSRR2481220.skesa	-	O121	H19	O121:H19	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.98;	O121-1-wzx-origin;O121-5-wzy-origin;H19-4-fliC;	100;100;98.362;	100;100;100;	Contig_71_84.3085;Contig_71_84.3085;Contig_164_83.472;	65868-67262;63226-64416;20566-22397;	1395;1191;1832;	v1.0 (11-03-2020)	-
ecolioutbreakSRR2481224.skesa	-	O121	H19	O121:H19	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.98;	O121-1-wzx-origin;O121-5-wzy-origin;H19-4-fliC;	100;100;98.362;	100;100;100;	Contig_119_65.3606;Contig_119_65.3606;Contig_44_61.5979;	70445-71839;67803-68993;5188-7019;	1395;1191;1832;	v1.0 (11-03-2020)	-
ecolioutbreakSRR2481225.skesa	-	O121	H19	O121:H19	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.98;	O121-1-wzx-origin;O121-5-wzy-origin;H19-4-fliC;	100;100;98.362;	100;100;100;	Contig_264_90.162;Contig_264_90.162;Contig_194_85.9622;	43904-45298;41262-42452;20566-22397;	1395;1191;1832;	v1.0 (11-03-2020)	-
ecolioutbreakSRR2481229.skesa	-	O121	H19	O121:H19	-	Based on 3 allele(s)	wzx:1;wzy:0.85;fliC:0.98;	O121-1-wzx-origin;O121-5-wzy-origin;H19-4-fliC;	100;100;98.362;	100;85;100;	Contig_67_93.0956;Contig_197_78.5708;Contig_176_91.2493;	85388-86782;1-1011;20566-22397;	1395;1011;1832;	v1.0 (11-03-2020)	-
ecolioutbreakSRR3068646.skesa	-	O121	H19	O121:H19	-	Based on 3 allele(s)	wzx:1;wzy:0.84;fliC:0.98;	O121-1-wzx-origin;O121-4-wzy-origin;H19-4-fliC;	100;100;98.362;	100;84;100;	Contig_196_46.4934;Contig_58_46.1756;Contig_53_47.6107;	47463-48857;62263-63259;74685-76516;	1395;997;1832;	v1.0 (11-03-2020)	-
ecolioutbreakSRR3371926.skesa	-	O121	H19	O121:H19	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.98;	O121-1-wzx-origin;O121-5-wzy-origin;H19-4-fliC;	100;100;98.362;	100;100;100;	Contig_14_32.7134;Contig_14_32.7134;Contig_29_31.6846;	70448-71842;67806-68996;74685-76516;	1395;1191;1832;	v1.0 (11-03-2020)	-
ecolioutbreakSRR3371990.skesa	-	O121	H19	O121:H19	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.98;	O121-1-wzx-origin;O121-5-wzy-origin;H19-4-fliC;	100;100;98.362;	100;100;100;	Contig_24_96.0757;Contig_24_96.0757;Contig_39_91.8794;	70448-71842;67806-68996;74553-76384;	1395;1191;1832;	v1.0 (11-03-2020)	-
