ID	SEROTYPE	PRS	LMO0737	LMO1118	ORF2110	ORF2819	COMMENT
/scratch.global/fermx014/FMPRE/Raw_datasets/100_genome_datasets/100genomes_Listeria_geography_NY/SRR5808639.skesa.fa	1/2a, 3a	FULL	FULL	NONE	NONE	NONE	
/scratch.global/fermx014/FMPRE/Raw_datasets/100_genome_datasets/100genomes_Listeria_geography_NY/SRR6116294.skesa.fa	1/2a, 3a	FULL	FULL	NONE	NONE	NONE	
/scratch.global/fermx014/FMPRE/Raw_datasets/100_genome_datasets/100genomes_Listeria_geography_NY/SRR6398556.skesa.fa	4b, 4d, 4e	FULL	NONE	NONE	FULL	FULL	
/scratch.global/fermx014/FMPRE/Raw_datasets/100_genome_datasets/100genomes_Listeria_geography_NY/SRR6475510.skesa.fa	1/2b, 3b, 7	FULL	NONE	NONE	NONE	FULL	
/scratch.global/fermx014/FMPRE/Raw_datasets/100_genome_datasets/100genomes_Listeria_geography_NY/SRR6496812.skesa.fa	1/2a, 3a	FULL	FULL	NONE	NONE	NONE	
/scratch.global/fermx014/FMPRE/Raw_datasets/100_genome_datasets/100genomes_Listeria_geography_NY/SRR6787037.skesa.fa	4b, 4d, 4e	FULL	NONE	NONE	FULL	FULL	
/scratch.global/fermx014/FMPRE/Raw_datasets/100_genome_datasets/100genomes_Listeria_geography_NY/SRR6957155.skesa.fa	4b, 4d, 4e	FULL	NONE	NONE	FULL	FULL	
/scratch.global/fermx014/FMPRE/Raw_datasets/100_genome_datasets/100genomes_Listeria_geography_NY/SRR7072125.skesa.fa	4b, 4d, 4e	FULL	NONE	NONE	FULL	FULL	
/scratch.global/fermx014/FMPRE/Raw_datasets/100_genome_datasets/100genomes_Listeria_geography_NY/SRR7591105.skesa.fa	1/2b, 3b, 7	FULL	NONE	NONE	NONE	FULL	
/scratch.global/fermx014/FMPRE/Raw_datasets/100_genome_datasets/100genomes_Listeria_geography_NY/SRR7718988.skesa.fa	1/2a, 3a	FULL	FULL	NONE	NONE	NONE	
/scratch.global/fermx014/FMPRE/Raw_datasets/100_genome_datasets/100genomes_Listeria_geography_NY/SRR7719010.skesa.fa	1/2b, 3b, 7	FULL	NONE	NONE	NONE	FULL	
/scratch.global/fermx014/FMPRE/Raw_datasets/100_genome_datasets/100genomes_Listeria_geography_NY/SRR7719022.skesa.fa	1/2a, 3a	FULL	FULL	NONE	NONE	NONE	
/scratch.global/fermx014/FMPRE/Raw_datasets/100_genome_datasets/100genomes_Listeria_geography_NY/SRR7719029.skesa.fa	4b, 4d, 4e	FULL	NONE	NONE	FULL	FULL	
/scratch.global/fermx014/FMPRE/Raw_datasets/100_genome_datasets/100genomes_Listeria_geography_NY/SRR7802878.skesa.fa	1/2a, 3a	FULL	FULL	NONE	NONE	NONE	
/scratch.global/fermx014/FMPRE/Raw_datasets/100_genome_datasets/100genomes_Listeria_geography_NY/SRR8165292.skesa.fa	1/2a, 3a	FULL	FULL	NONE	NONE	NONE	
/scratch.global/fermx014/FMPRE/Raw_datasets/100_genome_datasets/100genomes_Listeria_geography_NY/SRR8385472.skesa.fa	1/2b, 3b, 7	FULL	NONE	NONE	NONE	FULL	
/scratch.global/fermx014/FMPRE/Raw_datasets/100_genome_datasets/100genomes_Listeria_geography_NY/SRR8397350.skesa.fa	1/2a, 3a	FULL	FULL	NONE	NONE	NONE	
/scratch.global/fermx014/FMPRE/Raw_datasets/100_genome_datasets/100genomes_Listeria_geography_NY/SRR8397352.skesa.fa	1/2a, 3a	FULL	FULL	NONE	NONE	NONE	
/scratch.global/fermx014/FMPRE/Raw_datasets/100_genome_datasets/100genomes_Listeria_geography_NY/SRR8397449.skesa.fa	4b, 4d, 4e	FULL	NONE	NONE	FULL	FULL	
/scratch.global/fermx014/FMPRE/Raw_datasets/100_genome_datasets/100genomes_Listeria_geography_NY/SRR8501652.skesa.fa	1/2a, 3a	FULL	FULL	NONE	NONE	NONE	
/scratch.global/fermx014/FMPRE/Raw_datasets/100_genome_datasets/100genomes_Listeria_geography_NY/SRR8695409.skesa.fa	Nontypeable	FULL	NONE	NONE	NONE	NONE	No combination of fully matched genes resulted in a known serotype
/scratch.global/fermx014/FMPRE/Raw_datasets/100_genome_datasets/100genomes_Listeria_geography_NY/SRR8696724.skesa.fa	1/2a, 3a	FULL	FULL	NONE	NONE	NONE	
/scratch.global/fermx014/FMPRE/Raw_datasets/100_genome_datasets/100genomes_Listeria_geography_NY/SRR8708524.skesa.fa	4b, 4d, 4e	FULL	NONE	NONE	FULL	FULL	
/scratch.global/fermx014/FMPRE/Raw_datasets/100_genome_datasets/100genomes_Listeria_geography_NY/SRR8708525.skesa.fa	1/2a, 3a	FULL	FULL	NONE	NONE	NONE	
/scratch.global/fermx014/FMPRE/Raw_datasets/100_genome_datasets/100genomes_Listeria_geography_NY/SRR8732057.skesa.fa	1/2a, 3a	FULL	FULL	NONE	NONE	NONE	
/scratch.global/fermx014/FMPRE/Raw_datasets/100_genome_datasets/100genomes_Listeria_geography_NY/SRR8750963.skesa.fa	1/2a, 3a	FULL	FULL	NONE	NONE	NONE	
/scratch.global/fermx014/FMPRE/Raw_datasets/100_genome_datasets/100genomes_Listeria_geography_NY/SRR8796935.skesa.fa	1/2a, 3a	FULL	FULL	NONE	NONE	NONE	
/scratch.global/fermx014/FMPRE/Raw_datasets/100_genome_datasets/100genomes_Listeria_geography_NY/SRR8797000.skesa.fa	1/2b, 3b, 7	FULL	NONE	NONE	NONE	FULL	
/scratch.global/fermx014/FMPRE/Raw_datasets/100_genome_datasets/100genomes_Listeria_geography_NY/SRR8865336.skesa.fa	1/2a, 3a	FULL	FULL	PARTIAL	NONE	NONE	
/scratch.global/fermx014/FMPRE/Raw_datasets/100_genome_datasets/100genomes_Listeria_geography_NY/SRR8991392.skesa.fa	4b, 4d, 4e	FULL	NONE	NONE	FULL	FULL	
/scratch.global/fermx014/FMPRE/Raw_datasets/100_genome_datasets/100genomes_Listeria_geography_NY/SRR8992297.skesa.fa	4b, 4d, 4e	FULL	NONE	NONE	FULL	FULL	
/scratch.global/fermx014/FMPRE/Raw_datasets/100_genome_datasets/100genomes_Listeria_geography_NY/SRR9943590.skesa.fa	1/2b, 3b, 7	FULL	NONE	NONE	NONE	FULL	
