Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
SRR9852784.skesa	-	O162/O101	H10	O162/O101:H10	-	Based on 3 allele(s)	wzm:0.999;wzt:0.999;fliC:1;	O162-1-wzm-origin;O162-2-wzt-origin;H10-17-fliC;	99.872;99.867;100;	100;100;100;	Contig_88_45.1696;Contig_88_45.1696;Contig_120_48.078;	40721-41500;39962-40714;4505-5767;	780;753;1263;	v1.0 (11-03-2020)	High similarity O-antigen group 15:O89/O101/O162 as per A.Iguchi et.al (PMID: 25428893)
SRR9852812.skesa	-	O54	H21	O54:H21	-	Based on 2 allele(s)	wzx:1;fliC:1;	O54-1-wzx-origin;H21-9-fliC;	100;99.864;	100;100;	Contig_12_50.0985;Contig_41_57.5119;	1910-3160;137674-139149;	1251;1476;	v1.0 (11-03-2020)	-
SRR9875317.skesa	-	O45	H9	O45:H9	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O45-1-wzx-origin;O45-18-wzy;H9-1-fliC-origin;	100;100;100;	100;100;100;	Contig_72_99.4734;Contig_72_99.4734;Contig_93_92.8694;	27264-28523;25153-25840;273210-275222;	1260;688;2013;	v1.0 (11-03-2020)	-
SRR9984553.skesa	-	O8	H25	O8:H25	-	Based on 3 allele(s)	wzm:1;wzt:1;fliC:1;	O8-1-wzm-origin;O8-3-wzt-origin;H25-2-fliC-origin;	100;100;100;	100;100;100;	Contig_57_52.9438;Contig_57_52.9438;Contig_71_47.1535;	41079-41873;39865-41079;101841-103172;	795;1215;1332;	v1.0 (11-03-2020)	-
SRR9984711.skesa	-	-	H12	-:H12	-	Based on 1 allele(s)	fliC:1;	H12-3-fliC-origin;	99.944;	100;	Contig_90_69.8364;	188566-190353;	1788;	v1.0 (11-03-2020)	-
SRR9984713.skesa	-	-	H49	-:H49	-	Based on 1 allele(s)	fliC:1;	H49-3-fliC;	100;	100;	Contig_122_65.7105;	47030-48724;	1695;	v1.0 (11-03-2020)	-
SRR9984752.skesa	-	O8	H9	O8:H9	-	Based on 3 allele(s)	wzm:1;wzt:1;fliC:0.99;	O8-1-wzm-origin;O8-3-wzt-origin;H9-5-fliC;	100;100;99.305;	100;100;100;	Contig_66_44.9613;Contig_66_44.9613;Contig_41_42.25;	28013-28807;26799-28013;42861-44873;	795;1215;2013;	v1.0 (11-03-2020)	-
SRR9984801.skesa	-	O24	H4	O24:H4	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O24-1-wzx-origin;O24-2-wzy-origin;H4-2-fliC-origin;	99.916;100;100;	100;100;100;	Contig_91_49.5274;Contig_91_49.5274;Contig_93_51.1371;	8754-9947;9963-11015;7881-8930;	1194;1053;1050;	v1.0 (11-03-2020)	-
SRR9984807.skesa	-	O109	H40	O109:H40	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O109-4-wzx;O109-7-wzy;H40-3-fliC;	100;100;100;	100;100;100;	Contig_56_58.5901;Contig_56_58.5901;Contig_33_57.9143;	317588-318952;311031-312251;29031-30509;	1365;1221;1479;	v1.0 (11-03-2020)	-
SRR9984834.skesa	-	O11	H6	O11:H6	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O11-4-wzx;O11-5-wzy;H6-17-fliC;	100;100;99.637;	100;100;100;	Contig_18_84.6613;Contig_18_84.6613;Contig_31_75.9594;	41825-43060;43791-45026;55894-57540;	1236;1236;1653;	v1.0 (11-03-2020)	-
SRR9984867.skesa	-	O8	H19	O8:H19	-	Based on 3 allele(s)	wzm:1;wzt:1;fliC:1;	O8-16-wzm;O8-32-wzt;H19-4-fliC;	100;100;99.945;	100;100;100;	Contig_44_26.3075;Contig_44_26.3075;Contig_50_27.8099;	41449-42243;40235-41449;23576-25407;	795;1215;1832;	v1.0 (11-03-2020)	-
SRR9984931.skesa	-	O9	H30	O9:H30	-	Based on 3 allele(s)	wzm:1;wzt:1;fliC:1;	O9-14-wzm;O9-19-wzt;H30-1-fliC-origin;	100;100;100;	100;100;100;	Contig_114_72.7328;Contig_114_72.7328;Contig_8_73.2797;	33479-34264;32181-33476;31599-33311;	786;1296;1713;	v1.0 (11-03-2020)	-
ecolioutbreakSRR1609861.skesa	-	O121	H19	O121:H19	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.98;	O121-1-wzx-origin;O121-5-wzy-origin;H19-4-fliC;	100;100;98.362;	100;100;100;	Contig_32_35.7955;Contig_32_35.7955;Contig_164_34.4505;	64816-66210;62174-63364;20566-22397;	1395;1191;1832;	v1.0 (11-03-2020)	-
ecolioutbreakSRR1609862.skesa	-	O121	H19	O121:H19	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.98;	O121-1-wzx-origin;O121-5-wzy-origin;H19-4-fliC;	100;100;98.362;	100;100;100;	Contig_132_46.0337;Contig_132_46.0337;Contig_165_44.8096;	70445-71839;67803-68993;20566-22397;	1395;1191;1832;	v1.0 (11-03-2020)	-
ecolioutbreakSRR1609871.skesa	-	O121	H19	O121:H19	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.98;	O121-1-wzx-origin;O121-5-wzy-origin;H19-4-fliC;	100;100;98.362;	100;100;100;	Contig_105_106.412;Contig_105_106.412;Contig_140_102.383;	70445-71839;67803-68993;20566-22397;	1395;1191;1832;	v1.0 (11-03-2020)	-
ecolioutbreakSRR1649236.skesa	-	O121	H19	O121:H19	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.98;	O121-1-wzx-origin;O121-5-wzy-origin;H19-4-fliC;	100;100;98.362;	100;100;100;	Contig_111_86.8442;Contig_111_86.8442;Contig_152_83.6495;	70445-71839;67803-68993;20566-22397;	1395;1191;1832;	v1.0 (11-03-2020)	-
ecolioutbreakSRR1649237.skesa	-	O121	H19	O121:H19	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.98;	O121-1-wzx-origin;O121-5-wzy-origin;H19-4-fliC;	100;100;98.362;	100;100;100;	Contig_113_109.674;Contig_113_109.674;Contig_146_104.019;	70445-71839;67803-68993;20566-22397;	1395;1191;1832;	v1.0 (11-03-2020)	-
ecolioutbreakSRR1649238.skesa	-	O121	H19	O121:H19	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.98;	O121-1-wzx-origin;O121-5-wzy-origin;H19-4-fliC;	100;100;98.362;	100;100;100;	Contig_123_89.4367;Contig_123_89.4367;Contig_209_83.3648;	70445-71839;67803-68993;20567-22398;	1395;1191;1832;	v1.0 (11-03-2020)	-
ecolioutbreakSRR2417034.skesa	-	O121	H19	O121:H19	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.98;	O121-1-wzx-origin;O121-5-wzy-origin;H19-4-fliC;	100;100;98.362;	100;100;100;	Contig_76_91.485;Contig_76_91.485;Contig_48_88.8751;	64890-66284;62248-63438;74684-76515;	1395;1191;1832;	v1.0 (11-03-2020)	-
ecolioutbreakSRR2481220.skesa	-	O121	H19	O121:H19	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.98;	O121-1-wzx-origin;O121-5-wzy-origin;H19-4-fliC;	100;100;98.362;	100;100;100;	Contig_71_84.3085;Contig_71_84.3085;Contig_164_83.472;	65868-67262;63226-64416;20566-22397;	1395;1191;1832;	v1.0 (11-03-2020)	-
ecolioutbreakSRR2481224.skesa	-	O121	H19	O121:H19	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.98;	O121-1-wzx-origin;O121-5-wzy-origin;H19-4-fliC;	100;100;98.362;	100;100;100;	Contig_119_65.3606;Contig_119_65.3606;Contig_44_61.5979;	70445-71839;67803-68993;5188-7019;	1395;1191;1832;	v1.0 (11-03-2020)	-
ecolioutbreakSRR2481225.skesa	-	O121	H19	O121:H19	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.98;	O121-1-wzx-origin;O121-5-wzy-origin;H19-4-fliC;	100;100;98.362;	100;100;100;	Contig_264_90.162;Contig_264_90.162;Contig_194_85.9622;	43904-45298;41262-42452;20566-22397;	1395;1191;1832;	v1.0 (11-03-2020)	-
ecolioutbreakSRR2481229.skesa	-	O121	H19	O121:H19	-	Based on 3 allele(s)	wzx:1;wzy:0.85;fliC:0.98;	O121-1-wzx-origin;O121-5-wzy-origin;H19-4-fliC;	100;100;98.362;	100;85;100;	Contig_67_93.0956;Contig_197_78.5708;Contig_176_91.2493;	85388-86782;1-1011;20566-22397;	1395;1011;1832;	v1.0 (11-03-2020)	-
ecolioutbreakSRR3068646.skesa	-	O121	H19	O121:H19	-	Based on 3 allele(s)	wzx:1;wzy:0.84;fliC:0.98;	O121-1-wzx-origin;O121-4-wzy-origin;H19-4-fliC;	100;100;98.362;	100;84;100;	Contig_196_46.4934;Contig_58_46.1756;Contig_53_47.6107;	47463-48857;62263-63259;74685-76516;	1395;997;1832;	v1.0 (11-03-2020)	-
ecolioutbreakSRR3371926.skesa	-	O121	H19	O121:H19	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.98;	O121-1-wzx-origin;O121-5-wzy-origin;H19-4-fliC;	100;100;98.362;	100;100;100;	Contig_14_32.7134;Contig_14_32.7134;Contig_29_31.6846;	70448-71842;67806-68996;74685-76516;	1395;1191;1832;	v1.0 (11-03-2020)	-
ecolioutbreakSRR3371990.skesa	-	O121	H19	O121:H19	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.98;	O121-1-wzx-origin;O121-5-wzy-origin;H19-4-fliC;	100;100;98.362;	100;100;100;	Contig_24_96.0757;Contig_24_96.0757;Contig_39_91.8794;	70448-71842;67806-68996;74553-76384;	1395;1191;1832;	v1.0 (11-03-2020)	-
